full_name,last_name,party,function,role,cabinet,start_date,end_date
Frans Andriessen,Andriessen,CDA,Minister,Financiën,Van Agt I,19 december 1977,21 februari 1980
Pieter Beelaerts van Blokland,Beelaerts van Blokland,CDA,Minister,Volkshuisvesting en Ruimtelijke Ordening,Van Agt I,19 december 1977,31 augustus 1981
Til Gardeniers-Berendsen,Gardeniers-Berendsen,CDA,Minister,"Cultuur, Recreatie en Maatschappelijk Werk",Van Agt I,19 december 1977,10 september 1981
Leendert Ginjaar,Ginjaar,VVD,Minister,Volksgezondheid en Milieuhygiëne,Van Agt I,19 december 1977,10 september 1981
Roelof Kruisinga,Kruisinga,CDA,Minister,Defensie,Van Agt I,19 december 1977,3 maart 1978
Arie Pais,Pais,VVD,Minister,Onderwijs en Wetenschappen,Van Agt I,19 december 1977,10 september 1981
Rinus Peijnenburg,Peijnenburg,CDA,Minister,Wetenschapsbeleid,Van Agt I,19 december 1977,31 maart 1979
Daniel Tuijnman,Tuijnman,VVD,Minister,Verkeer en Waterstaat,Van Agt I,19 december 1977,10 september 1981
Hans Wiegel,Wiegel,VVD,Minister,Viceminister-president,Van Agt I,19 december 1977,10 september 1981
Hans Wiegel,Wiegel,VVD,Minister,Binnenlandse Zaken,Van Agt I,19 december 1977,10 september 1981
Jan de Koning,de Koning,CDA,Minister,Ontwikkelingssamenwerking,Van Agt I,19 december 1977,10 september 1981
Job de Ruiter,de Ruiter,CDA,Minister,Justitie,Van Agt I,19 december 1977,10 september 1981
Gijs van Aardenne,van Aardenne,VVD,Minister,Economische Zaken,Van Agt I,19 december 1977,10 september 1981
Dries van Agt,van Agt,CDA,Minister,Minister-president,Van Agt I,19 december 1977,10 september 1981
Dries van Agt,van Agt,CDA,Minister,Algemene Zaken,Van Agt I,19 december 1977,10 september 1981
Chris van der Klaauw,van der Klaauw,VVD,Minister,Buitenlandse Zaken,Van Agt I,19 december 1977,10 september 1981
Fons van der Stee,van der Stee,CDA,Minister,Landbouw en Visserij,Van Agt I,19 december 1977,4 maart 1980
Fons van der Stee,van der Stee,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Van Agt I,19 december 1977,10 september 1981
Gerrit Brokx,Brokx,CDA,Staatssecretaris,Volkshuisvesting en Ruimtelijke Ordening,Van Agt I,28 december 1977,10 september 1981
Bert Haars,Haars,CDA,Staatssecretaris,Justitie,Van Agt I,28 december 1977,10 september 1981
Ted Hazekamp,Hazekamp,CDA,Staatssecretaris,Economische Zaken,Van Agt I,28 december 1977,10 september 1981
Henk Koning,Koning,VVD,Staatssecretaris,Binnenlandse Zaken,Van Agt I,28 december 1977,10 september 1981
Jeltien Kraaijeveld-Wouters,Kraaijeveld-Wouters,CDA,Staatssecretaris,"Cultuur, Recreatie en Maatschappelijk Werk",Van Agt I,28 december 1977,8 september 1981
Ad Nooteboom,Nooteboom,CDA,Staatssecretaris,Financiën,Van Agt I,28 december 1977,21 februari 1980
Neelie Smit-Kroes,Smit-Kroes,VVD,Staatssecretaris,Verkeer en Waterstaat,Van Agt I,28 december 1977,10 september 1981
Louw de Graaf,de Graaf,CDA,Staatssecretaris,Sociale Zaken,Van Agt I,28 december 1977,10 september 1981
Cees van Lent,van Lent,CDA,Staatssecretaris,Defensie,Van Agt I,28 december 1977,10 september 1981
Durk van der Mei,van der Mei,CDA,Staatssecretaris,Buitenlandse Zaken,Van Agt I,28 december 1977,10 september 1981
Els Veder-Smit,Veder-Smit,VVD,Staatssecretaris,Volksgezondheid en Milieuhygiëne,Van Agt I,3 januari 1978,10 september 1981
Gerard Wallis de Vries,Wallis de Vries,VVD,Staatssecretaris,"Cultuur, Recreatie en Maatschappelijk Werk",Van Agt I,4 januari 1978,10 september 1981
Kees de Jong,de Jong,CDA,Staatssecretaris,Onderwijs en Wetenschappen,Van Agt I,4 januari 1978,10 september 1981
Karel Beyen,Beyen,VVD,Staatssecretaris,Economische Zaken,Van Agt I,9 januari 1978,10 september 1981
Ad Hermes,Hermes,CDA,Staatssecretaris,Onderwijs en Wetenschappen,Van Agt I,9 januari 1978,8 september 1981
Wim van Eekelen,van Eekelen,VVD,Staatssecretaris,Defensie,Van Agt I,20 januari 1978,10 september 1981
Jan de Koning,de Koning,CDA,Minister,Defensie,Van Agt I,4 maart 1978,7 maart 1978
Willem Scholten,Scholten,CDA,Minister,Defensie,Van Agt I,8 maart 1978,24 augustus 1980
Leendert Ginjaar,Ginjaar,VVD,Minister,Wetenschapsbeleid,Van Agt I,2 april 1979,2 mei 1979
Ton van Trier,van Trier,CDA,Minister,Wetenschapsbeleid,Van Agt I,3 mei 1979,10 september 1981
Gijs van Aardenne,van Aardenne,VVD,Minister,Financiën,Van Agt I,22 februari 1980,4 maart 1980
Gerrit Braks,Braks,CDA,Minister,Landbouw en Visserij,Van Agt I,5 maart 1980,10 september 1981
Fons van der Stee,van der Stee,CDA,Minister,Financiën,Van Agt I,5 maart 1980,10 september 1981
Marius van Amelsvoort,van Amelsvoort,CDA,Staatssecretaris,Financiën,Van Agt I,16 april 1980,10 september 1981
Pieter de Geus,de Geus,CDA,Minister,Defensie,Van Agt I,25 augustus 1980,10 september 1981
Daniel Tuijnman,Tuijnman,VVD,Minister,Volkshuisvesting en Ruimtelijke Ordening,Van Agt I,1 september 1981,10 september 1981
Ien Dales,Dales,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Van Agt II,11 september 1981,28 mei 1982
Wim Deetman,Deetman,CDA,Staatssecretaris,Onderwijs en Wetenschappen,Van Agt II,11 september 1981,28 mei 1982
Wim Dik,Dik,D66,Staatssecretaris,Economische Zaken,Van Agt II,11 september 1981,28 mei 1982
Til Gardeniers-Berendsen,Gardeniers-Berendsen,CDA,Minister,Volksgezondheid en Milieuhygiëne,Van Agt II,11 september 1981,28 mei 1982
Ad Hermes,Hermes,CDA,Staatssecretaris,Onderwijs en Wetenschappen,Van Agt II,11 september 1981,28 mei 1982
Hans Kombrink,Kombrink,PvdA,Staatssecretaris,Financiën,Van Agt II,11 september 1981,28 mei 1982
Ineke Lambers-Hacquebard,Lambers-Hacquebard,D66,Staatssecretaris,Volksgezondheid en Milieuhygiëne,Van Agt II,11 september 1981,28 mei 1982
Siepie Langedijk-de Jong,Langedijk-de Jong,PvdA,Staatssecretaris,Volkshuisvesting en Ruimtelijke Ordening,Van Agt II,11 september 1981,28 mei 1982
Michiel Scheltema,Scheltema,D66,Staatssecretaris,Justitie,Van Agt II,11 september 1981,28 mei 1982
Bram Stemerdink,Stemerdink,PvdA,Staatssecretaris,Defensie,Van Agt II,11 september 1981,28 mei 1982
Saskia Stuiveling,Stuiveling,PvdA,Staatssecretaris,Binnenlandse Zaken,Van Agt II,11 september 1981,28 mei 1982
Jan Terlouw,Terlouw,D66,Minister,Viceminister-president,Van Agt II,11 september 1981,28 mei 1982
Jan Terlouw,Terlouw,D66,Minister,Economische Zaken,Van Agt II,11 september 1981,28 mei 1982
Henk Zeevalking,Zeevalking,D66,Minister,Verkeer en Waterstaat,Van Agt II,11 september 1981,28 mei 1982
Hedy d'Ancona,d'Ancona,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Van Agt II,11 september 1981,28 mei 1982
Hans de Boer,de Boer,CDA,Staatssecretaris,"Cultuur, Recreatie en Maatschappelijk Werk",Van Agt II,11 september 1981,28 mei 1982
Jan de Koning,de Koning,CDA,Minister,Landbouw en Visserij,Van Agt II,11 september 1981,28 mei 1982
Job de Ruiter,de Ruiter,CDA,Minister,Justitie,Van Agt II,11 september 1981,28 mei 1982
Joop den Uyl,den Uyl,PvdA,Minister,Viceminister-president,Van Agt II,11 september 1981,28 mei 1982
Joop den Uyl,den Uyl,PvdA,Minister,Sociale Zaken en Werkgelegenheid,Van Agt II,11 september 1981,28 mei 1982
Joop den Uyl,den Uyl,PvdA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Van Agt II,11 september 1981,28 mei 1982
Dries van Agt,van Agt,CDA,Minister,Minister-president,Van Agt II,11 september 1981,28 mei 1982
Dries van Agt,van Agt,CDA,Minister,Algemene Zaken,Van Agt II,11 september 1981,28 mei 1982
Marcel van Dam,van Dam,PvdA,Minister,Volkshuisvesting en Ruimtelijke Ordening,Van Agt II,11 september 1981,28 mei 1982
Kees van Dijk,van Dijk,CDA,Minister,Ontwikkelingssamenwerking,Van Agt II,11 september 1981,28 mei 1982
Jos van Kemenade,van Kemenade,PvdA,Minister,Onderwijs en Wetenschappen,Van Agt II,11 september 1981,28 mei 1982
Gerard van Leijenhorst,van Leijenhorst,CDA,Staatssecretaris,Binnenlandse Zaken,Van Agt II,11 september 1981,28 mei 1982
Hans van Mierlo,van Mierlo,D66,Minister,Defensie,Van Agt II,11 september 1981,28 mei 1982
Ed van Thijn,van Thijn,PvdA,Minister,Binnenlandse Zaken,Van Agt II,11 september 1981,28 mei 1982
Piet van Zeil,van Zeil,CDA,Staatssecretaris,Economische Zaken,Van Agt II,11 september 1981,28 mei 1982
Hans van den Broek,van den Broek,CDA,Staatssecretaris,Buitenlandse Zaken,Van Agt II,11 september 1981,28 mei 1982
Jaap van der Doef,van der Doef,PvdA,Staatssecretaris,Verkeer en Waterstaat,Van Agt II,11 september 1981,28 mei 1982
André van der Louw,van der Louw,PvdA,Minister,"Cultuur, Recreatie en Maatschappelijk Werk",Van Agt II,11 september 1981,28 mei 1982
Fons van der Stee,van der Stee,CDA,Minister,Financiën,Van Agt II,11 september 1981,28 mei 1982
Max van der Stoel,van der Stoel,PvdA,Minister,Buitenlandse Zaken,Van Agt II,11 september 1981,28 mei 1982
Jan van Houwelingen,van Houwelingen,CDA,Staatssecretaris,Defensie,Van Agt II,14 september 1981,28 mei 1982
Wim Deetman,Deetman,CDA,Minister,Onderwijs en Wetenschappen,Van Agt III,29 mei 1982,3 november 1982
Wim Dik,Dik,D66,Staatssecretaris,Economische Zaken,Van Agt III,29 mei 1982,3 november 1982
Til Gardeniers-Berendsen,Gardeniers-Berendsen,CDA,Minister,Volksgezondheid en Milieuhygiëne,Van Agt III,29 mei 1982,3 november 1982
Ad Hermes,Hermes,CDA,Staatssecretaris,Onderwijs en Wetenschappen,Van Agt III,29 mei 1982,3 november 1982
Ineke Lambers-Hacquebard,Lambers-Hacquebard,D66,Staatssecretaris,Volksgezondheid en Milieuhygiëne,Van Agt III,29 mei 1982,3 november 1982
Erwin Nypels,Nypels,D66,Minister,Volkshuisvesting en Ruimtelijke Ordening,Van Agt III,29 mei 1982,3 november 1982
Max Rood,Rood,D66,Minister,Binnenlandse Zaken,Van Agt III,29 mei 1982,3 november 1982
Michiel Scheltema,Scheltema,D66,Staatssecretaris,Justitie,Van Agt III,29 mei 1982,3 november 1982
Jan Terlouw,Terlouw,D66,Minister,Viceminister-president,Van Agt III,29 mei 1982,3 november 1982
Jan Terlouw,Terlouw,D66,Minister,Economische Zaken,Van Agt III,29 mei 1982,3 november 1982
Henk Zeevalking,Zeevalking,D66,Minister,Verkeer en Waterstaat,Van Agt III,29 mei 1982,3 november 1982
Hans de Boer,de Boer,CDA,Minister,"Cultuur, Recreatie en Maatschappelijk Werk",Van Agt III,29 mei 1982,3 november 1982
Louw de Graaf,de Graaf,CDA,Minister,Sociale Zaken en Werkgelegenheid,Van Agt III,29 mei 1982,3 november 1982
Jan de Koning,de Koning,CDA,Minister,Landbouw en Visserij,Van Agt III,29 mei 1982,3 november 1982
Jan de Koning,de Koning,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Van Agt III,29 mei 1982,3 november 1982
Job de Ruiter,de Ruiter,CDA,Minister,Justitie,Van Agt III,29 mei 1982,3 november 1982
Dries van Agt,van Agt,CDA,Minister,Minister-president,Van Agt III,29 mei 1982,3 november 1982
Dries van Agt,van Agt,CDA,Minister,Algemene Zaken,Van Agt III,29 mei 1982,3 november 1982
Dries van Agt,van Agt,CDA,Minister,Buitenlandse Zaken,Van Agt III,29 mei 1982,3 november 1982
Kees van Dijk,van Dijk,CDA,Minister,Ontwikkelingssamenwerking,Van Agt III,29 mei 1982,3 november 1982
Jan van Houwelingen,van Houwelingen,CDA,Staatssecretaris,Defensie,Van Agt III,29 mei 1982,3 november 1982
Gerard van Leijenhorst,van Leijenhorst,CDA,Staatssecretaris,Binnenlandse Zaken,Van Agt III,29 mei 1982,3 november 1982
Hans van Mierlo,van Mierlo,D66,Minister,Defensie,Van Agt III,29 mei 1982,3 november 1982
Piet van Zeil,van Zeil,CDA,Staatssecretaris,Economische Zaken,Van Agt III,29 mei 1982,3 november 1982
Hans van den Broek,van den Broek,CDA,Staatssecretaris,Buitenlandse Zaken,Van Agt III,29 mei 1982,3 november 1982
Fons van der Stee,van der Stee,CDA,Minister,Financiën,Van Agt III,29 mei 1982,3 november 1982
Piet van Zeil,van Zeil,CDA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Van Agt III,12 juni 1982,3 november 1982
Gerrit Braks,Braks,CDA,Minister,Landbouw en Visserij,Lubbers I,4 november 1982,13 juli 1986
Elco Brinkman,Brinkman,CDA,Minister,"Welzijn, Volksgezondheid en Cultuur",Lubbers I,4 november 1982,13 juli 1986
Wim Deetman,Deetman,CDA,Minister,Onderwijs en Wetenschappen,Lubbers I,4 november 1982,13 juli 1986
Frits Korthals Altes,Korthals Altes,VVD,Minister,Justitie,Lubbers I,4 november 1982,13 juli 1986
Ruud Lubbers,Lubbers,CDA,Minister,Minister-president,Lubbers I,4 november 1982,13 juli 1986
Ruud Lubbers,Lubbers,CDA,Minister,Algemene Zaken,Lubbers I,4 november 1982,13 juli 1986
Koos Rietkerk,Rietkerk,VVD,Minister,Binnenlandse Zaken,Lubbers I,4 november 1982,20 februari 1986
Onno Ruding,Ruding,CDA,Minister,Financiën,Lubbers I,4 november 1982,13 juli 1986
Eegje Schoo,Schoo,VVD,Minister,Ontwikkelingssamenwerking,Lubbers I,4 november 1982,13 juli 1986
Neelie Smit-Kroes,Smit-Kroes,VVD,Minister,Verkeer en Waterstaat,Lubbers I,4 november 1982,13 juli 1986
Pieter Winsemius,Winsemius,VVD,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers I,4 november 1982,13 juli 1986
Jan de Koning,de Koning,CDA,Minister,Sociale Zaken en Werkgelegenheid,Lubbers I,4 november 1982,13 juli 1986
Jan de Koning,de Koning,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Lubbers I,4 november 1982,13 juli 1986
Job de Ruiter,de Ruiter,CDA,Minister,Defensie,Lubbers I,4 november 1982,13 juli 1986
Gijs van Aardenne,van Aardenne,VVD,Minister,Viceminister-president,Lubbers I,4 november 1982,13 juli 1986
Gijs van Aardenne,van Aardenne,VVD,Minister,Economische Zaken,Lubbers I,4 november 1982,13 juli 1986
Hans van den Broek,van den Broek,CDA,Minister,Buitenlandse Zaken,Lubbers I,4 november 1982,13 juli 1986
Frits Bolkestein,Bolkestein,VVD,Staatssecretaris,Economische Zaken,Lubbers I,5 november 1982,13 juli 1986
Gerrit Brokx,Brokx,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers I,5 november 1982,13 juli 1986
Nell Ginjaar-Maas,Ginjaar-Maas,VVD,Staatssecretaris,Onderwijs en Wetenschappen,Lubbers I,5 november 1982,13 juli 1986
Henk Koning,Koning,VVD,Staatssecretaris,Financiën,Lubbers I,5 november 1982,13 juli 1986
Louw de Graaf,de Graaf,CDA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Lubbers I,5 november 1982,13 juli 1986
Wim van Eekelen,van Eekelen,VVD,Staatssecretaris,Buitenlandse Zaken,Lubbers I,5 november 1982,13 juli 1986
Jan van Houwelingen,van Houwelingen,CDA,Staatssecretaris,Defensie,Lubbers I,5 november 1982,13 juli 1986
Piet van Zeil,van Zeil,CDA,Staatssecretaris,Economische Zaken,Lubbers I,5 november 1982,21 juni 1986
Joop van der Reijden,van der Reijden,CDA,Staatssecretaris,"Welzijn, Volksgezondheid en Cultuur",Lubbers I,5 november 1982,13 juli 1986
Annelien Kappeyne van de Coppello,Kappeyne van de Coppello,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Lubbers I,8 november 1982,13 juli 1986
Virginie Korte-van Hemel,Korte-van Hemel,CDA,Staatssecretaris,Justitie,Lubbers I,8 november 1982,13 juli 1986
Ad Ploeg,Ploeg,VVD,Staatssecretaris,Landbouw en Visserij,Lubbers I,8 november 1982,13 juli 1986
Jaap Scherpenhuizen,Scherpenhuizen,VVD,Staatssecretaris,Verkeer en Waterstaat,Lubbers I,8 november 1982,13 juli 1986
Charl Schwietert,Schwietert,VVD,Staatssecretaris,Defensie,Lubbers I,8 november 1982,10 november 1982
Marius van Amelsvoort,van Amelsvoort,CDA,Staatssecretaris,Binnenlandse Zaken,Lubbers I,8 november 1982,13 juli 1986
Gerard van Leijenhorst,van Leijenhorst,CDA,Staatssecretaris,Onderwijs en Wetenschappen,Lubbers I,8 november 1982,13 juli 1986
Willem Hoekzema,Hoekzema,VVD,Staatssecretaris,Defensie,Lubbers I,19 november 1982,13 juli 1986
Frits Korthals Altes,Korthals Altes,VVD,Minister,Binnenlandse Zaken,Lubbers I,21 februari 1986,11 maart 1986
Rudolf de Korte,de Korte,VVD,Minister,Binnenlandse Zaken,Lubbers I,12 maart 1986,13 juli 1986
Gerrit Braks,Braks,CDA,Minister,Landbouw en Visserij,Lubbers II,14 juli 1986,6 november 1989
Elco Brinkman,Brinkman,CDA,Minister,"Welzijn, Volksgezondheid en Cultuur",Lubbers II,14 juli 1986,6 november 1989
Gerrit Brokx,Brokx,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers II,14 juli 1986,22 oktober 1986
Piet Bukman,Bukman,CDA,Minister,Ontwikkelingssamenwerking,Lubbers II,14 juli 1986,6 november 1989
Dick Dees,Dees,VVD,Staatssecretaris,"Welzijn, Volksgezondheid en Cultuur",Lubbers II,14 juli 1986,6 november 1989
Wim Deetman,Deetman,CDA,Minister,Onderwijs en Wetenschappen,Lubbers II,14 juli 1986,14 september 1989
Albert Jan Evenhuis,Evenhuis,VVD,Staatssecretaris,Economische Zaken,Lubbers II,14 juli 1986,29 juni 1989
Nell Ginjaar-Maas,Ginjaar-Maas,VVD,Staatssecretaris,Onderwijs en Wetenschappen,Lubbers II,14 juli 1986,6 november 1989
Henk Koning,Koning,VVD,Staatssecretaris,Financiën,Lubbers II,14 juli 1986,6 november 1989
Virginie Korte-van Hemel,Korte-van Hemel,CDA,Staatssecretaris,Justitie,Lubbers II,14 juli 1986,6 november 1989
Frits Korthals Altes,Korthals Altes,VVD,Minister,Justitie,Lubbers II,14 juli 1986,6 november 1989
Ruud Lubbers,Lubbers,CDA,Minister,Minister-president,Lubbers II,14 juli 1986,6 november 1989
Ruud Lubbers,Lubbers,CDA,Minister,Algemene Zaken,Lubbers II,14 juli 1986,6 november 1989
Ed Nijpels,Nijpels,VVD,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers II,14 juli 1986,6 november 1989
Onno Ruding,Ruding,CDA,Minister,Financiën,Lubbers II,14 juli 1986,6 november 1989
Neelie Smit-Kroes,Smit-Kroes,VVD,Minister,Verkeer en Waterstaat,Lubbers II,14 juli 1986,6 november 1989
Louw de Graaf,de Graaf,CDA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Lubbers II,14 juli 1986,2 februari 1987
Dieuwke de Graaff-Nauta,de Graaff-Nauta,CDA,Staatssecretaris,Binnenlandse Zaken,Lubbers II,14 juli 1986,6 november 1989
Jan de Koning,de Koning,CDA,Minister,Sociale Zaken en Werkgelegenheid,Lubbers II,14 juli 1986,2 februari 1987
Jan de Koning,de Koning,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Lubbers II,14 juli 1986,6 november 1989
Rudolf de Korte,de Korte,VVD,Minister,Viceminister-president,Lubbers II,14 juli 1986,6 november 1989
Rudolf de Korte,de Korte,VVD,Minister,Economische Zaken,Lubbers II,14 juli 1986,6 november 1989
Kees van Dijk,van Dijk,CDA,Minister,Binnenlandse Zaken,Lubbers II,14 juli 1986,2 februari 1987
Wim van Eekelen,van Eekelen,VVD,Minister,Defensie,Lubbers II,14 juli 1986,5 september 1988
Jan van Houwelingen,van Houwelingen,CDA,Staatssecretaris,Defensie,Lubbers II,14 juli 1986,6 november 1989
Hans van den Broek,van den Broek,CDA,Minister,Buitenlandse Zaken,Lubbers II,14 juli 1986,6 november 1989
René van der Linden,van der Linden,CDA,Staatssecretaris,Buitenlandse Zaken,Lubbers II,14 juli 1986,8 september 1988
Enneüs Heerma,Heerma,CDA,Staatssecretaris,Economische Zaken,Lubbers II,17 juli 1986,26 oktober 1986
Enneüs Heerma,Heerma,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers II,27 oktober 1986,6 november 1989
Yvonne van Rooy,van Rooy,CDA,Staatssecretaris,Economische Zaken,Lubbers II,30 oktober 1986,6 november 1989
Louw de Graaf,de Graaf,CDA,Minister,Sociale Zaken en Werkgelegenheid,Lubbers II,3 februari 1987,6 mei 1987
Jan de Koning,de Koning,CDA,Minister,Binnenlandse Zaken,Lubbers II,3 februari 1987,5 mei 1987
Louw de Graaf,de Graaf,CDA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Lubbers II,6 mei 1987,30 september 1989
Jan de Koning,de Koning,CDA,Minister,Sociale Zaken en Werkgelegenheid,Lubbers II,6 mei 1987,6 november 1989
Kees van Dijk,van Dijk,CDA,Minister,Binnenlandse Zaken,Lubbers II,6 mei 1987,6 november 1989
Piet Bukman,Bukman,CDA,Minister,Defensie,Lubbers II,6 september 1988,23 september 1988
Frits Bolkestein,Bolkestein,VVD,Minister,Defensie,Lubbers II,24 september 1988,6 november 1989
Berend-Jan van Voorst tot Voorst,van Voorst tot Voorst,CDA,Staatssecretaris,Buitenlandse Zaken,Lubbers II,27 september 1988,6 november 1989
Gerrit Braks,Braks,CDA,Minister,Onderwijs en Wetenschappen,Lubbers II,14 september 1989,6 november 1989
Hans Alders,Alders,PvdA,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers III,7 november 1989,21 augustus 1994
Koos Andriessen,Andriessen,CDA,Minister,Economische Zaken,Lubbers III,7 november 1989,21 augustus 1994
Gerrit Braks,Braks,CDA,Minister,"Landbouw, Natuurbeheer en Visserij",Lubbers III,7 november 1989,18 september 1990
Piet Bukman,Bukman,CDA,Staatssecretaris,Economische Zaken,Lubbers III,7 november 1989,27 september 1990
Ien Dales,Dales,PvdA,Minister,Binnenlandse Zaken,Lubbers III,7 november 1989,9 januari 1994
Piet Dankert,Dankert,PvdA,Staatssecretaris,Buitenlandse Zaken,Lubbers III,7 november 1989,14 juli 1994
Enneüs Heerma,Heerma,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Lubbers III,7 november 1989,21 augustus 1994
Ernst Hirsch Ballin,Hirsch Ballin,CDA,Minister,Justitie,Lubbers III,7 november 1989,26 mei 1994
Wim Kok,Kok,PvdA,Minister,Viceminister-president,Lubbers III,7 november 1989,21 augustus 1994
Wim Kok,Kok,PvdA,Minister,Financiën,Lubbers III,7 november 1989,21 augustus 1994
Aad Kosto,Kosto,PvdA,Staatssecretaris,Justitie,Lubbers III,7 november 1989,26 mei 1994
Ruud Lubbers,Lubbers,CDA,Minister,Minister-president,Lubbers III,7 november 1989,21 augustus 1994
Ruud Lubbers,Lubbers,CDA,Minister,Algemene Zaken,Lubbers III,7 november 1989,21 augustus 1994
Ruud Lubbers,Lubbers,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Lubbers III,7 november 1989,10 november 1989
Hanja Maij-Weggen,Maij-Weggen,CDA,Minister,Verkeer en Waterstaat,Lubbers III,7 november 1989,15 juli 1994
Jan Pronk,Pronk,PvdA,Minister,Ontwikkelingssamenwerking,Lubbers III,7 november 1989,21 augustus 1994
Jo Ritzen,Ritzen,PvdA,Minister,Onderwijs en Wetenschappen,Lubbers III,7 november 1989,21 augustus 1994
Hans Simons,Simons,PvdA,Staatssecretaris,"Welzijn, Volksgezondheid en Cultuur",Lubbers III,7 november 1989,25 februari 1994
Jacques Wallage,Wallage,PvdA,Staatssecretaris,Onderwijs en Wetenschappen,Lubbers III,7 november 1989,6 juni 1993
Hedy d'Ancona,d'Ancona,PvdA,Minister,"Welzijn, Volksgezondheid en Cultuur",Lubbers III,7 november 1989,15 juli 1994
Dieuwke de Graaff-Nauta,de Graaff-Nauta,CDA,Staatssecretaris,Binnenlandse Zaken,Lubbers III,7 november 1989,26 mei 1994
Bert de Vries,de Vries,CDA,Minister,Sociale Zaken en Werkgelegenheid,Lubbers III,7 november 1989,21 augustus 1994
Relus ter Beek,ter Beek,PvdA,Minister,Defensie,Lubbers III,7 november 1989,21 augustus 1994
Elske ter Veld,ter Veld,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Lubbers III,7 november 1989,3 juni 1993
Marius van Amelsvoort,van Amelsvoort,CDA,Staatssecretaris,Financiën,Lubbers III,7 november 1989,21 augustus 1994
Berend-Jan van Voorst tot Voorst,van Voorst tot Voorst,CDA,Staatssecretaris,Defensie,Lubbers III,7 november 1989,31 mei 1993
Hans van den Broek,van den Broek,CDA,Minister,Buitenlandse Zaken,Lubbers III,7 november 1989,2 januari 1993
Ernst Hirsch Ballin,Hirsch Ballin,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Lubbers III,14 november 1989,26 mei 1994
Bert de Vries,de Vries,CDA,Minister,"Landbouw, Natuurbeheer en Visserij",Lubbers III,19 september 1990,26 september 1990
Piet Bukman,Bukman,CDA,Minister,"Landbouw, Natuurbeheer en Visserij",Lubbers III,28 september 1990,21 augustus 1994
David Gabor,Gabor,CDA,Staatssecretaris,"Landbouw, Natuurbeheer en Visserij",Lubbers III,28 september 1990,21 augustus 1994
Yvonne van Rooy,van Rooy,CDA,Staatssecretaris,Economische Zaken,Lubbers III,28 september 1990,21 augustus 1994
Peter Kooijmans,Kooijmans,CDA,Minister,Buitenlandse Zaken,Lubbers III,2 januari 1993,21 augustus 1994
Ad Frinking,Frinking,CDA,Staatssecretaris,Defensie,Lubbers III,1 juni 1993,21 augustus 1994
Jacques Wallage,Wallage,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Lubbers III,7 juni 1993,21 augustus 1994
Roel in 't Veld,in 't Veld,PvdA,Staatssecretaris,Onderwijs en Wetenschappen,Lubbers III,9 juni 1993,17 juni 1993
Job Cohen,Cohen,PvdA,Staatssecretaris,Onderwijs en Wetenschappen,Lubbers III,2 juli 1993,21 augustus 1994
Ernst Hirsch Ballin,Hirsch Ballin,CDA,Minister,Binnenlandse Zaken,Lubbers III,10 januari 1994,17 januari 1994
Ed van Thijn,van Thijn,PvdA,Minister,Binnenlandse Zaken,Lubbers III,18 januari 1994,26 mei 1994
Aad Kosto,Kosto,PvdA,Minister,Justitie,Lubbers III,27 mei 1994,21 augustus 1994
